design	study_primary	study_secondary	summary_error	summary_interval	variants	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute	cohort	model	phenotype_secondary
comparisons_sex_stage_life	female_perimenopause_unadjust_steroid_globulin_imputation_log	female_postmenopause_unadjust_steroid_globulin_imputation_log	1.0151 (0.0525)	(rg: 1.0151; 95% CI: 0.9122 ... 1.118)	1182374.0	1.0151	0.0525	0.10289999999999999	0.9122 ... 1.118	3.5748e-83	0.9121999999999999	1.1179999999999999	0.0	1.0	1.0151	female_postmenopause	unadjust	steroid_globulin_imputation_log
comparisons_sex_stage_life	female_perimenopause_unadjust_steroid_globulin_imputation_log	male_age_middle_unadjust_steroid_globulin_imputation_log	0.869 (0.0613)	(rg: 0.869; 95% CI: 0.7489 ... 0.9891)	1182374.0	0.869	0.0613	0.120148	0.7489 ... 0.9891	1.0957e-45	0.748852	0.989148	1.0	1.0	0.869	male_age_middle	unadjust	steroid_globulin_imputation_log
comparisons_sex_stage_life	female_perimenopause_unadjust_testosterone_bioavailable_imputation_log	female_postmenopause_unadjust_testosterone_bioavailable_imputation_log	0.8936 (0.0669)	(rg: 0.8936; 95% CI: 0.7625 ... 1.0247)	1182374.0	0.8936	0.0669	0.131124	0.7625 ... 1.0247	1.1091e-40	0.7624759999999999	1.024724	0.0	1.0	0.8936	female_postmenopause	unadjust	testosterone_bioavailable_imputation_log
comparisons_sex_stage_life	female_perimenopause_unadjust_testosterone_bioavailable_imputation_log	male_age_middle_unadjust_testosterone_bioavailable_imputation_log	-0.1553 (0.0834)	(rg: -0.1553; 95% CI: -0.3188 ... 0.0082)	1182374.0	-0.1553	0.0834	0.163464	-0.3188 ... 0.0082	0.0627	-0.318764	0.008164000000000005	1.0	0.0	0.1553	male_age_middle	unadjust	testosterone_bioavailable_imputation_log
comparisons_sex_stage_life	female_perimenopause_unadjust_testosterone_free_imputation_log	female_postmenopause_unadjust_testosterone_free_imputation_log	0.8942 (0.0657)	(rg: 0.8942; 95% CI: 0.7654 ... 1.023)	1182374.0	0.8942	0.0657	0.128772	0.7654 ... 1.023	3.2397e-42	0.765428	1.022972	0.0	1.0	0.8942	female_postmenopause	unadjust	testosterone_free_imputation_log
comparisons_sex_stage_life	female_perimenopause_unadjust_testosterone_free_imputation_log	male_age_middle_unadjust_testosterone_free_imputation_log	-0.1629 (0.0848)	(rg: -0.1629; 95% CI: -0.3291 ... 0.0033)	1182374.0	-0.1629	0.0848	0.166208	-0.3291 ... 0.0033	0.0549	-0.32910799999999996	0.0033080000000000054	1.0	0.0	0.1629	male_age_middle	unadjust	testosterone_free_imputation_log
comparisons_sex_stage_life	female_perimenopause_unadjust_testosterone_imputation_log	female_postmenopause_unadjust_testosterone_imputation_log	0.9126 (0.0811)	(rg: 0.9126; 95% CI: 0.7536 ... 1.0716)	1182374.0	0.9126	0.0811	0.15895600000000001	0.7536 ... 1.0716	2.3594e-29	0.753644	1.071556	0.0	1.0	0.9126	female_postmenopause	unadjust	testosterone_imputation_log
comparisons_sex_stage_life	female_perimenopause_unadjust_testosterone_imputation_log	male_age_middle_unadjust_testosterone_imputation_log	0.0319 (0.088)	(rg: 0.0319; 95% CI: -0.1406 ... 0.2044)	1182374.0	0.0319	0.088	0.17248	-0.1406 ... 0.2044	0.7175	-0.14057999999999998	0.20438	1.0	0.0	0.0319	male_age_middle	unadjust	testosterone_imputation_log
comparisons_sex_stage_life	female_postmenopause_joint_1_albumin_imputation	male_age_high_joint_1_albumin_imputation	0.9333 (0.0458)	(rg: 0.9333; 95% CI: 0.8435 ... 1.0231)	1182374.0	0.9333	0.0458	0.089768	0.8435 ... 1.0231	2.1515e-92	0.8435320000000001	1.023068	0.0	1.0	0.9333	male_age_high	joint_1	albumin_imputation
comparisons_sex_stage_life	female_postmenopause_joint_1_oestradiol_bioavailable_imputation_log	male_age_high_joint_1_oestradiol_bioavailable_imputation_log	0.8144 (0.1093)	(rg: 0.8144; 95% CI: 0.6002 ... 1.0286)	1182374.0	0.8144	0.1093	0.21422799999999997	0.6002 ... 1.0286	9.1355e-14	0.600172	1.0286279999999999	0.0	1.0	0.8144	male_age_high	joint_1	oestradiol_bioavailable_imputation_log
comparisons_sex_stage_life	female_postmenopause_joint_1_oestradiol_detection	male_age_high_joint_1_oestradiol_detection	0.2421 (0.326)	(rg: 0.2421; 95% CI: -0.3969 ... 0.8811)	1182366.0	0.2421	0.326	0.63896	-0.3969 ... 0.8811	0.4577	-0.39686	0.88106	1.0	0.0	0.2421	male_age_high	joint_1	oestradiol_detection
comparisons_sex_stage_life	female_postmenopause_joint_1_oestradiol_free_imputation_log	male_age_high_joint_1_oestradiol_free_imputation_log	0.7871 (0.1393)	(rg: 0.7871; 95% CI: 0.5141 ... 1.0601)	1182374.0	0.7871	0.1393	0.273028	0.5141 ... 1.0601	1.601e-08	0.5140720000000001	1.060128	0.0	1.0	0.7871	male_age_high	joint_1	oestradiol_free_imputation_log
comparisons_sex_stage_life	female_postmenopause_joint_1_steroid_globulin_imputation_log	male_age_high_joint_1_steroid_globulin_imputation_log	0.8616 (0.0349)	(rg: 0.8616; 95% CI: 0.7932 ... 0.93)	1182374.0	0.8616	0.0349	0.068404	0.7932 ... 0.93	8.4282e-135	0.793196	0.930004	1.0	1.0	0.8616	male_age_high	joint_1	steroid_globulin_imputation_log
comparisons_sex_stage_life	female_postmenopause_joint_1_testosterone_bioavailable_imputation_log	male_age_high_joint_1_testosterone_bioavailable_imputation_log	-0.082 (0.0612)	(rg: -0.082; 95% CI: -0.202 ... 0.038)	1182374.0	-0.082	0.0612	0.11995199999999999	-0.202 ... 0.038	0.1805	-0.201952	0.037951999999999986	1.0	0.0	0.082	male_age_high	joint_1	testosterone_bioavailable_imputation_log
comparisons_sex_stage_life	female_postmenopause_joint_1_testosterone_free_imputation_log	male_age_high_joint_1_testosterone_free_imputation_log	-0.068 (0.0549)	(rg: -0.068; 95% CI: -0.1756 ... 0.0396)	1182374.0	-0.068	0.0549	0.10760399999999999	-0.1756 ... 0.0396	0.2157	-0.17560399999999998	0.039603999999999986	1.0	0.0	0.068	male_age_high	joint_1	testosterone_free_imputation_log
comparisons_sex_stage_life	female_postmenopause_joint_1_testosterone_imputation_log	male_age_high_joint_1_testosterone_imputation_log	0.0521 (0.0658)	(rg: 0.0521; 95% CI: -0.0769 ... 0.1811)	1182374.0	0.0521	0.0658	0.128968	-0.0769 ... 0.1811	0.4282	-0.07686799999999999	0.181068	1.0	0.0	0.0521	male_age_high	joint_1	testosterone_imputation_log
comparisons_sex_stage_life	female_postmenopause_unadjust_albumin_imputation	male_age_high_unadjust_albumin_imputation	0.928 (0.046)	(rg: 0.928; 95% CI: 0.8378 ... 1.0182)	1182374.0	0.928	0.046	0.09015999999999999	0.8378 ... 1.0182	1.7367e-90	0.83784	1.01816	0.0	1.0	0.928	male_age_high	unadjust	albumin_imputation
comparisons_sex_stage_life	female_postmenopause_unadjust_oestradiol_bioavailable_imputation_log	male_age_high_unadjust_oestradiol_bioavailable_imputation_log	0.7824 (0.0978)	(rg: 0.7824; 95% CI: 0.5907 ... 0.9741)	1182374.0	0.7824	0.0978	0.191688	0.5907 ... 0.9741	1.2779e-15	0.590712	0.974088	1.0	1.0	0.7824	male_age_high	unadjust	oestradiol_bioavailable_imputation_log
comparisons_sex_stage_life	female_postmenopause_unadjust_oestradiol_detection	male_age_high_unadjust_oestradiol_detection	0.0626 (0.2225)	(rg: 0.0626; 95% CI: -0.3735 ... 0.4987)	1182366.0	0.0626	0.2225	0.4361	-0.3735 ... 0.4987	0.7785	-0.3735	0.4987	1.0	0.0	0.0626	male_age_high	unadjust	oestradiol_detection
comparisons_sex_stage_life	female_postmenopause_unadjust_oestradiol_free_imputation_log	male_age_high_unadjust_oestradiol_free_imputation_log	0.6891 (0.1148)	(rg: 0.6891; 95% CI: 0.4641 ... 0.9141)	1182374.0	0.6891	0.1148	0.22500799999999999	0.4641 ... 0.9141	1.9306e-09	0.46409200000000006	0.914108	1.0	1.0	0.6891	male_age_high	unadjust	oestradiol_free_imputation_log
comparisons_sex_stage_life	female_postmenopause_unadjust_steroid_globulin_imputation_log	male_age_high_unadjust_steroid_globulin_imputation_log	0.8731 (0.0338)	(rg: 0.8731; 95% CI: 0.8069 ... 0.9393)	1182374.0	0.8731	0.0338	0.06624799999999999	0.8069 ... 0.9393	2.3541e-147	0.806852	0.939348	1.0	1.0	0.8731	male_age_high	unadjust	steroid_globulin_imputation_log
comparisons_sex_stage_life	female_postmenopause_unadjust_testosterone_bioavailable_imputation_log	male_age_high_unadjust_testosterone_bioavailable_imputation_log	-0.1397 (0.0595)	(rg: -0.1397; 95% CI: -0.2563 ... -0.0231)	1182374.0	-0.1397	0.0595	0.11661999999999999	-0.2563 ... -0.0231	0.0188	-0.25632	-0.023080000000000003	1.0	1.0	0.1397	male_age_high	unadjust	testosterone_bioavailable_imputation_log
comparisons_sex_stage_life	female_postmenopause_unadjust_testosterone_free_imputation_log	male_age_high_unadjust_testosterone_free_imputation_log	-0.1282 (0.0539)	(rg: -0.1282; 95% CI: -0.2338 ... -0.0226)	1182374.0	-0.1282	0.0539	0.105644	-0.2338 ... -0.0226	0.0173	-0.233844	-0.022556000000000007	1.0	1.0	0.1282	male_age_high	unadjust	testosterone_free_imputation_log
comparisons_sex_stage_life	female_postmenopause_unadjust_testosterone_imputation_log	male_age_high_unadjust_testosterone_imputation_log	0.0559 (0.0649)	(rg: 0.0559; 95% CI: -0.0713 ... 0.1831)	1182374.0	0.0559	0.0649	0.12720399999999998	-0.0713 ... 0.1831	0.389	-0.07130399999999998	0.183104	1.0	0.0	0.0559	male_age_high	unadjust	testosterone_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_albumin_imputation	female_perimenopause_joint_1_albumin_imputation	0.9228 (0.1497)	(rg: 0.9228; 95% CI: 0.6294 ... 1.2162)	1182372.0	0.9228	0.1497	0.293412	0.6294 ... 1.2162	7.0459e-10	0.629388	1.216212	0.0	1.0	0.9228	female_perimenopause	joint_1	albumin_imputation
comparisons_sex_stage_life	female_premenopause_joint_1_albumin_imputation	female_postmenopause_joint_1_albumin_imputation	0.8407 (0.0893)	(rg: 0.8407; 95% CI: 0.6657 ... 1.0157)	1182372.0	0.8407	0.0893	0.17502800000000002	0.6657 ... 1.0157	4.8355e-21	0.665672	1.015728	0.0	1.0	0.8407	female_postmenopause	joint_1	albumin_imputation
comparisons_sex_stage_life	female_premenopause_joint_1_albumin_imputation	male_age_low_joint_1_albumin_imputation	0.9457 (0.1157)	(rg: 0.9457; 95% CI: 0.7189 ... 1.1725)	1182372.0	0.9457	0.1157	0.226772	0.7189 ... 1.1725	2.9089e-16	0.718928	1.172472	0.0	1.0	0.9457	male_age_low	joint_1	albumin_imputation
comparisons_sex_stage_life	female_premenopause_joint_1_oestradiol_bioavailable_imputation_log	female_perimenopause_joint_1_oestradiol_bioavailable_imputation_log	0.1624 (0.4874)	(rg: 0.1624; 95% CI: -0.7929 ... 1.1177)	1182372.0	0.1624	0.4874	0.9553039999999999	-0.7929 ... 1.1177	0.739	-0.7929039999999999	1.1177039999999998	0.0	0.0	0.1624	female_perimenopause	joint_1	oestradiol_bioavailable_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_oestradiol_bioavailable_imputation_log	female_postmenopause_joint_1_oestradiol_bioavailable_imputation_log	-0.1693 (0.2066)	(rg: -0.1693; 95% CI: -0.5742 ... 0.2356)	1182372.0	-0.1693	0.2066	0.404936	-0.5742 ... 0.2356	0.4125	-0.574236	0.235636	1.0	0.0	0.1693	female_postmenopause	joint_1	oestradiol_bioavailable_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_oestradiol_bioavailable_imputation_log	male_age_low_joint_1_oestradiol_bioavailable_imputation_log	-0.0631 (0.3632)	(rg: -0.0631; 95% CI: -0.775 ... 0.6488)	1182372.0	-0.0631	0.3632	0.7118720000000001	-0.775 ... 0.6488	0.8622	-0.7749720000000001	0.648772	1.0	0.0	0.0631	male_age_low	joint_1	oestradiol_bioavailable_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_oestradiol_detection	female_perimenopause_joint_1_oestradiol_detection	-0.0737 (0.5768)	(rg: -0.0737; 95% CI: -1.2042 ... 1.0568)	1182361.0	-0.0737	0.5768	1.130528	-1.2042 ... 1.0568	0.8983	-1.204228	1.0568279999999999	0.0	0.0	0.0737	female_perimenopause	joint_1	oestradiol_detection
comparisons_sex_stage_life	female_premenopause_joint_1_oestradiol_detection	female_postmenopause_joint_1_oestradiol_detection	0.1465 (0.6739)	(rg: 0.1465; 95% CI: -1.1743 ... 1.4673)	1182361.0	0.1465	0.6739	1.3208440000000001	-1.1743 ... 1.4673	0.8279	-1.174344	1.4673440000000002	0.0	0.0	0.1465	female_postmenopause	joint_1	oestradiol_detection
comparisons_sex_stage_life	female_premenopause_joint_1_oestradiol_detection	male_age_low_joint_1_oestradiol_detection	-0.4322 (1.0097)	(rg: -0.4322; 95% CI: -2.4112 ... 1.5468)	1182359.0	-0.4322	1.0097	1.979012	-2.4112 ... 1.5468	0.6687	-2.411212	1.546812	0.0	0.0	0.4322	male_age_low	joint_1	oestradiol_detection
comparisons_sex_stage_life	female_premenopause_joint_1_oestradiol_free_imputation_log	female_perimenopause_joint_1_oestradiol_free_imputation_log	0.1321 (0.4714)	(rg: 0.1321; 95% CI: -0.7918 ... 1.056)	1182372.0	0.1321	0.4714	0.923944	-0.7918 ... 1.056	0.7794	-0.791844	1.056044	0.0	0.0	0.1321	female_perimenopause	joint_1	oestradiol_free_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_oestradiol_free_imputation_log	female_postmenopause_joint_1_oestradiol_free_imputation_log	-0.123 (0.2568)	(rg: -0.123; 95% CI: -0.6263 ... 0.3803)	1182372.0	-0.123	0.2568	0.5033279999999999	-0.6263 ... 0.3803	0.6319	-0.6263279999999999	0.3803279999999999	1.0	0.0	0.123	female_postmenopause	joint_1	oestradiol_free_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_oestradiol_free_imputation_log	male_age_low_joint_1_oestradiol_free_imputation_log	-0.0033 (0.4058)	(rg: -0.0033; 95% CI: -0.7987 ... 0.7921)	1182372.0	-0.0033	0.4058	0.795368	-0.7987 ... 0.7921	0.9934	-0.7986679999999999	0.792068	1.0	0.0	0.0033	male_age_low	joint_1	oestradiol_free_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_oestradiol_imputation_log	female_perimenopause_joint_1_oestradiol_imputation_log	0.064 (0.4153)	(rg: 0.064; 95% CI: -0.75 ... 0.878)	1182372.0	0.064	0.4153	0.813988	-0.75 ... 0.878	0.8774	-0.7499880000000001	0.877988	1.0	0.0	0.064	female_perimenopause	joint_1	oestradiol_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_steroid_globulin_imputation_log	female_perimenopause_joint_1_steroid_globulin_imputation_log	1.1292 (0.1163)	(rg: 1.1292; 95% CI: 0.9013 ... 1.3571)	1182372.0	1.1292	0.1163	0.22794799999999998	0.9013 ... 1.3571	2.7047e-22	0.9012519999999999	1.357148	0.0	1.0	1.1292	female_perimenopause	joint_1	steroid_globulin_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_steroid_globulin_imputation_log	female_postmenopause_joint_1_steroid_globulin_imputation_log	0.884 (0.0666)	(rg: 0.884; 95% CI: 0.7535 ... 1.0145)	1182372.0	0.884	0.0666	0.130536	0.7535 ... 1.0145	3.1432e-40	0.753464	1.014536	0.0	1.0	0.884	female_postmenopause	joint_1	steroid_globulin_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_steroid_globulin_imputation_log	male_age_low_joint_1_steroid_globulin_imputation_log	0.7493 (0.0685)	(rg: 0.7493; 95% CI: 0.615 ... 0.8836)	1182372.0	0.7493	0.0685	0.13426000000000002	0.615 ... 0.8836	7.9798e-28	0.6150399999999999	0.88356	1.0	1.0	0.7493	male_age_low	joint_1	steroid_globulin_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_testosterone_bioavailable_imputation_log	female_perimenopause_joint_1_testosterone_bioavailable_imputation_log	0.9138 (0.1247)	(rg: 0.9138; 95% CI: 0.6694 ... 1.1582)	1182372.0	0.9138	0.1247	0.24441200000000002	0.6694 ... 1.1582	2.3568e-13	0.6693879999999999	1.158212	0.0	1.0	0.9138	female_perimenopause	joint_1	testosterone_bioavailable_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_testosterone_bioavailable_imputation_log	female_postmenopause_joint_1_testosterone_bioavailable_imputation_log	0.7402 (0.0728)	(rg: 0.7402; 95% CI: 0.5975 ... 0.8829)	1182372.0	0.7402	0.0728	0.142688	0.5975 ... 0.8829	2.7213e-24	0.5975119999999999	0.882888	1.0	1.0	0.7402	female_postmenopause	joint_1	testosterone_bioavailable_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_testosterone_bioavailable_imputation_log	male_age_low_joint_1_testosterone_bioavailable_imputation_log	0.1416 (0.0914)	(rg: 0.1416; 95% CI: -0.0375 ... 0.3207)	1182372.0	0.1416	0.0914	0.179144	-0.0375 ... 0.3207	0.1213	-0.037543999999999994	0.32074400000000003	1.0	0.0	0.1416	male_age_low	joint_1	testosterone_bioavailable_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_testosterone_free_imputation_log	female_perimenopause_joint_1_testosterone_free_imputation_log	0.9926 (0.1245)	(rg: 0.9926; 95% CI: 0.7486 ... 1.2366)	1182372.0	0.9926	0.1245	0.24402	0.7486 ... 1.2366	1.5912e-15	0.74858	1.23662	0.0	1.0	0.9926	female_perimenopause	joint_1	testosterone_free_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_testosterone_free_imputation_log	female_postmenopause_joint_1_testosterone_free_imputation_log	0.7789 (0.0667)	(rg: 0.7789; 95% CI: 0.6482 ... 0.9096)	1182372.0	0.7789	0.0667	0.130732	0.6482 ... 0.9096	1.7689e-31	0.6481680000000001	0.909632	1.0	1.0	0.7789	female_postmenopause	joint_1	testosterone_free_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_testosterone_free_imputation_log	male_age_low_joint_1_testosterone_free_imputation_log	0.1326 (0.0868)	(rg: 0.1326; 95% CI: -0.0375 ... 0.3027)	1182372.0	0.1326	0.0868	0.170128	-0.0375 ... 0.3027	0.1267	-0.037528000000000006	0.302728	1.0	0.0	0.1326	male_age_low	joint_1	testosterone_free_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_testosterone_imputation_log	female_perimenopause_joint_1_testosterone_imputation_log	0.7442 (0.135)	(rg: 0.7442; 95% CI: 0.4796 ... 1.0088)	1182372.0	0.7442	0.135	0.2646	0.4796 ... 1.0088	3.5437e-08	0.47959999999999997	1.0088	0.0	1.0	0.7442	female_perimenopause	joint_1	testosterone_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_testosterone_imputation_log	female_postmenopause_joint_1_testosterone_imputation_log	0.6496 (0.0796)	(rg: 0.6496; 95% CI: 0.4936 ... 0.8056)	1182372.0	0.6496	0.0796	0.15601600000000002	0.4936 ... 0.8056	3.345e-16	0.4935839999999999	0.805616	1.0	1.0	0.6496	female_postmenopause	joint_1	testosterone_imputation_log
comparisons_sex_stage_life	female_premenopause_joint_1_testosterone_imputation_log	male_age_low_joint_1_testosterone_imputation_log	0.1444 (0.0924)	(rg: 0.1444; 95% CI: -0.0367 ... 0.3255)	1182372.0	0.1444	0.0924	0.181104	-0.0367 ... 0.3255	0.1182	-0.03670399999999999	0.325504	1.0	0.0	0.1444	male_age_low	joint_1	testosterone_imputation_log
comparisons_sex_stage_life	female_premenopause_unadjust_albumin_imputation	female_perimenopause_unadjust_albumin_imputation	1.023 (0.15)	(rg: 1.023; 95% CI: 0.729 ... 1.317)	1182372.0	1.023	0.15	0.294	0.729 ... 1.317	9.1018e-12	0.7289999999999999	1.317	0.0	1.0	1.023	female_perimenopause	unadjust	albumin_imputation
comparisons_sex_stage_life	female_premenopause_unadjust_albumin_imputation	female_postmenopause_unadjust_albumin_imputation	0.8879 (0.085)	(rg: 0.8879; 95% CI: 0.7213 ... 1.0545)	1182372.0	0.8879	0.085	0.1666	0.7213 ... 1.0545	1.6169e-25	0.7213	1.0545	0.0	1.0	0.8879	female_postmenopause	unadjust	albumin_imputation
comparisons_sex_stage_life	female_premenopause_unadjust_albumin_imputation	male_age_low_unadjust_albumin_imputation	1.0024 (0.1156)	(rg: 1.0024; 95% CI: 0.7758 ... 1.229)	1182372.0	1.0024	0.1156	0.22657599999999997	0.7758 ... 1.229	4.3317e-18	0.775824	1.2289759999999998	0.0	1.0	1.0024	male_age_low	unadjust	albumin_imputation
comparisons_sex_stage_life	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	female_perimenopause_unadjust_oestradiol_bioavailable_imputation_log	0.2348 (0.4548)	(rg: 0.2348; 95% CI: -0.6566 ... 1.1262)	1182372.0	0.2348	0.4548	0.891408	-0.6566 ... 1.1262	0.6057	-0.656608	1.126208	0.0	0.0	0.2348	female_perimenopause	unadjust	oestradiol_bioavailable_imputation_log
comparisons_sex_stage_life	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	female_postmenopause_unadjust_oestradiol_bioavailable_imputation_log	-0.0935 (0.1715)	(rg: -0.0935; 95% CI: -0.4296 ... 0.2426)	1182372.0	-0.0935	0.1715	0.33614	-0.4296 ... 0.2426	0.5855	-0.42964	0.24264	1.0	0.0	0.0935	female_postmenopause	unadjust	oestradiol_bioavailable_imputation_log
comparisons_sex_stage_life	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	male_age_low_unadjust_oestradiol_bioavailable_imputation_log	-0.057 (0.3071)	(rg: -0.057; 95% CI: -0.6589 ... 0.5449)	1182372.0	-0.057	0.3071	0.601916	-0.6589 ... 0.5449	0.8528	-0.6589160000000001	0.544916	1.0	0.0	0.057	male_age_low	unadjust	oestradiol_bioavailable_imputation_log
comparisons_sex_stage_life	female_premenopause_unadjust_oestradiol_detection	female_perimenopause_unadjust_oestradiol_detection	0.3663 (0.3061)	(rg: 0.3663; 95% CI: -0.2337 ... 0.9663)	1182368.0	0.3663	0.3061	0.5999559999999999	-0.2337 ... 0.9663	0.2314	-0.23365599999999992	0.966256	1.0	0.0	0.3663	female_perimenopause	unadjust	oestradiol_detection
comparisons_sex_stage_life	female_premenopause_unadjust_oestradiol_detection	female_postmenopause_unadjust_oestradiol_detection	0.1499 (0.2557)	(rg: 0.1499; 95% CI: -0.3513 ... 0.6511)	1182367.0	0.1499	0.2557	0.501172	-0.3513 ... 0.6511	0.5578	-0.3512719999999999	0.651072	1.0	0.0	0.1499	female_postmenopause	unadjust	oestradiol_detection
comparisons_sex_stage_life	female_premenopause_unadjust_oestradiol_detection	male_age_low_unadjust_oestradiol_detection	-0.2325 (0.4202)	(rg: -0.2325; 95% CI: -1.0561 ... 0.5911)	1182366.0	-0.2325	0.4202	0.823592	-1.0561 ... 0.5911	0.58	-1.056092	0.591092	1.0	0.0	0.2325	male_age_low	unadjust	oestradiol_detection
comparisons_sex_stage_life	female_premenopause_unadjust_oestradiol_free_imputation_log	female_perimenopause_unadjust_oestradiol_free_imputation_log	0.2169 (0.4437)	(rg: 0.2169; 95% CI: -0.6528 ... 1.0866)	1182372.0	0.2169	0.4437	0.869652	-0.6528 ... 1.0866	0.625	-0.652752	1.086552	0.0	0.0	0.2169	female_perimenopause	unadjust	oestradiol_free_imputation_log
